model,model_label,case_id,category,description,prompt,should_call,expected_tool,expected_params,format_valid,via_native_api,called,tool_called,args_returned,correct_tool,param_score,params_correct,overall_correct,latency_ms,prompt_tokens,completion_tokens,total_tokens,api_error,timestamp
qwen2:1.5b,Qwen2 1.5B,25,no_call,No-call: casual conversation,Tell me a short joke.,False,,,False,False,False,,,,,,True,0.0,0,0,0,400 Bad Request: registry.ollama.ai/library/qwen2:1.5b does not support tools,2026-06-30T06:01:43.003272
qwen2:1.5b,Qwen2 1.5B,31,no_call,No-call: basic geography,How many continents are there on Earth?,False,,,False,False,False,,,,,,True,0.0,0,0,0,400 Bad Request: registry.ollama.ai/library/qwen2:1.5b does not support tools,2026-06-30T06:01:43.240947
qwen2:1.5b,Qwen2 1.5B,32,no_call,No-call: vocabulary definition,What does the word 'ephemeral' mean?,False,,,False,False,False,,,,,,True,0.0,0,0,0,400 Bad Request: registry.ollama.ai/library/qwen2:1.5b does not support tools,2026-06-30T06:01:43.477099
qwen2:1.5b,Qwen2 1.5B,33,no_call,No-call: science explanation,Give me a brief summary of how photosynthesis works.,False,,,False,False,False,,,,,,True,0.0,0,0,0,400 Bad Request: registry.ollama.ai/library/qwen2:1.5b does not support tools,2026-06-30T06:01:43.695991
qwen2:1.5b,Qwen2 1.5B,26,complex_params,Complex: weather both params,"I'm visiting Berlin next week and I'd like the temperature in Fahrenheit, please.",True,get_weather,"{""location"": ""berlin"", ""unit"": ""fahrenheit""}",False,False,False,,,False,0.0,False,False,0.0,0,0,0,400 Bad Request: registry.ollama.ai/library/qwen2:1.5b does not support tools,2026-06-30T06:01:43.884395
qwen2:1.5b,Qwen2 1.5B,27,complex_params,Complex: currency written-out amount,Can you please convert one thousand euros into British pounds for me?,True,convert_currency,"{""amount"": 1000, ""from_currency"": ""eur"", ""to_currency"": ""gbp""}",False,False,False,,,False,0.0,False,False,0.0,0,0,0,400 Bad Request: registry.ollama.ai/library/qwen2:1.5b does not support tools,2026-06-30T06:01:44.056378
qwen2:1.5b,Qwen2 1.5B,28,complex_params,Complex: reminder ambiguous datetime,I need an alarm for my team standup meeting this Friday at half past two in the afternoon.,True,set_reminder,"{""title"": ""standup""}",False,False,False,,,False,0.0,False,False,0.0,0,0,0,400 Bad Request: registry.ollama.ai/library/qwen2:1.5b does not support tools,2026-06-30T06:01:44.253703
qwen2:1.5b,Qwen2 1.5B,29,complex_params,Complex: calculate multi-step,What is the square root of 144 divided by 3?,True,calculate,"{""expression"": ""144""}",False,False,False,,,False,0.0,False,False,0.0,0,0,0,400 Bad Request: registry.ollama.ai/library/qwen2:1.5b does not support tools,2026-06-30T06:01:44.468183
qwen2:1.5b,Qwen2 1.5B,30,complex_params,Complex: translate dialect,"Translate the greeting 'Good morning, how are you?' into Mandarin Chinese.",True,translate_text,"{""text"": ""good morning"", ""target_language"": ""chinese""}",False,False,False,,,False,0.0,False,False,0.0,0,0,0,400 Bad Request: registry.ollama.ai/library/qwen2:1.5b does not support tools,2026-06-30T06:01:44.687453
llama3.2:3b,Llama3.2 3B,1,simple_call,Weather – Paris,What's the weather like in Paris right now?,True,get_weather,"{""location"": ""paris""}",True,True,True,get_weather,"{""unit"": ""celsius"", ""location"": ""Paris""}",True,1.0,True,True,683.1,547,24,571,,2026-06-30T06:01:48.613470
llama3.2:3b,Llama3.2 3B,2,simple_call,Calculate – multiplication,Calculate 145 multiplied by 23.,True,calculate,"{""expression"": ""145""}",True,True,True,calculate,"{""expression"": ""145 * 23""}",True,1.0,True,True,532.8,545,19,564,,2026-06-30T06:01:49.146635
llama3.2:3b,Llama3.2 3B,3,simple_call,Time – Tokyo,What is the current time in Tokyo?,True,get_current_time,"{""timezone"": ""tokyo""}",True,True,True,get_current_time,"{""timezone"": ""Asia/Tokyo""}",True,1.0,True,True,560.1,545,21,566,,2026-06-30T06:01:49.707084
llama3.2:3b,Llama3.2 3B,4,simple_call,Search – Python tutorials,Search the web for Python programming tutorials.,True,search_web,"{""query"": ""python""}",True,True,True,search_web,"{""query"": ""Python programming tutorials"", ""max_results"": ""10""}",True,1.0,True,True,695.1,545,26,571,,2026-06-30T06:01:50.402533
llama3.2:3b,Llama3.2 3B,5,simple_call,Weather – New York + unit,What's the weather in New York in Fahrenheit?,True,get_weather,"{""location"": ""new york"", ""unit"": ""fahrenheit""}",True,True,True,get_weather,"{""location"": ""New York"", ""unit"": ""fahrenheit""}",True,1.0,True,True,759.6,547,25,572,,2026-06-30T06:01:51.162713
llama3.2:3b,Llama3.2 3B,6,simple_call,Translate – Hello to Spanish,Translate 'Hello' into Spanish.,True,translate_text,"{""text"": ""hello"", ""target_language"": ""spanish""}",True,True,True,translate_text,"{""text"": ""Hello"", ""target_language"": ""Spanish""}",True,1.0,True,True,697.1,544,24,568,,2026-06-30T06:01:51.860385
llama3.2:3b,Llama3.2 3B,7,simple_call,Currency – USD→EUR,Convert 100 US dollars to Euros.,True,convert_currency,"{""amount"": 100, ""from_currency"": ""usd"", ""to_currency"": ""eur""}",True,True,True,convert_currency,"{""amount"": ""100"", ""from_currency"": ""USD"", ""to_currency"": ""EUR""}",True,1.0,True,True,841.5,545,31,576,,2026-06-30T06:01:52.702357
llama3.2:3b,Llama3.2 3B,8,simple_call,Stock – Apple (AAPL),What is Apple's current stock price?,True,get_stock_price,"{""symbol"": ""aapl""}",True,True,True,get_stock_price,"{""symbol"": ""AAPL""}",True,1.0,True,True,616.8,545,19,564,,2026-06-30T06:01:53.319575
llama3.2:3b,Llama3.2 3B,9,simple_call,Reminder – doctor appointment,Set a reminder called 'Doctor appointment' for 2024-09-15 at 10:00.,True,set_reminder,"{""title"": ""doctor""}",True,True,True,set_reminder,"{""title"": ""Doctor appointment"", ""datetime"": ""2024-09-15T10:00:00""}",True,1.0,True,True,885.5,559,36,595,,2026-06-30T06:01:54.205600
llama3.2:3b,Llama3.2 3B,10,simple_call,Search – AI news,Find the latest news about artificial intelligence.,True,search_web,"{""query"": ""artificial intelligence""}",True,True,True,search_web,"{""query"": ""artificial intelligence news"", ""max_results"": ""10""}",True,1.0,True,True,739.0,545,27,572,,2026-06-30T06:01:54.945074
llama3.2:3b,Llama3.2 3B,11,tool_selection,Select: weather vs search,Should I bring an umbrella in London today?,True,get_weather,"{""location"": ""london""}",True,True,True,get_weather,"{""location"": ""London"", ""unit"": ""celsius""}",True,1.0,True,True,727.4,546,24,570,,2026-06-30T06:01:55.672912
llama3.2:3b,Llama3.2 3B,12,tool_selection,Select: currency vs calculate,How much is 500 British pounds in Japanese yen?,True,convert_currency,"{""amount"": 500, ""from_currency"": ""gbp"", ""to_currency"": ""jpy""}",True,True,True,convert_currency,"{""amount"": ""500"", ""from_currency"": ""GBP"", ""to_currency"": ""JPY""}",True,1.0,True,True,778.0,548,32,580,,2026-06-30T06:01:56.451322
llama3.2:3b,Llama3.2 3B,13,tool_selection,Select: time vs search,What time is it in Los Angeles right now?,True,get_current_time,"{""timezone"": ""angeles""}",True,True,True,get_current_time,"{""timezone"": ""America/Los_Angeles""}",True,1.0,True,True,666.9,547,23,570,,2026-06-30T06:01:57.118676
llama3.2:3b,Llama3.2 3B,14,tool_selection,Select: calculate vs search,What is 2 to the power of 10?,True,calculate,"{""expression"": ""2""}",True,True,True,calculate,"{""expression"": ""2^10""}",True,1.0,True,True,629.6,548,18,566,,2026-06-30T06:01:57.748686
llama3.2:3b,Llama3.2 3B,15,tool_selection,Select: translate vs search,How do you say 'thank you' in Japanese?,True,translate_text,"{""text"": ""thank you"", ""target_language"": ""japanese""}",True,True,True,translate_text,"{""text"": """", ""target_language"": ""arabic""}",True,0.5,False,False,666.2,548,23,571,,2026-06-30T06:01:58.415463
llama3.2:3b,Llama3.2 3B,16,tool_selection,Select: weather (implicit),Is it currently raining in Sydney?,True,get_weather,"{""location"": ""sydney""}",True,True,True,get_weather,"{""location"": ""Sydney"", ""unit"": ""celsius""}",True,1.0,True,True,748.8,544,25,569,,2026-06-30T06:01:59.164643
llama3.2:3b,Llama3.2 3B,17,tool_selection,Select: stock vs search,I need to know Tesla's stock value right now.,True,get_stock_price,"{""symbol"": ""tsla""}",True,True,True,get_stock_price,"{""symbol"": ""TSLA""}",True,1.0,True,True,675.9,548,20,568,,2026-06-30T06:01:59.841046
llama3.2:3b,Llama3.2 3B,18,tool_selection,Select: reminder vs search,Remind me about my dentist appointment on August 20th at 9am.,True,set_reminder,"{""title"": ""dentist""}",True,True,True,set_reminder,"{""title"": ""Dentist Appointment"", ""datetime"": ""2023-08-20T09:00:00Z""}",True,1.0,True,True,910.3,554,39,593,,2026-06-30T06:02:00.751904
llama3.2:3b,Llama3.2 3B,19,tool_selection,Select: search vs translate,Search for recent academic papers on large language models.,True,search_web,"{""query"": ""large language models""}",True,True,True,search_web,"{""max_results"": ""10"", ""query"": ""recent academic papers on large language models""}",True,1.0,True,True,817.6,547,30,577,,2026-06-30T06:02:01.569978
llama3.2:3b,Llama3.2 3B,20,tool_selection,Select: translate vs search,Convert the phrase 'Good morning' into French for me.,True,translate_text,"{""text"": ""good morning"", ""target_language"": ""french""}",True,True,True,translate_text,"{""text"": ""Good morning"", ""target_language"": ""French""}",True,1.0,True,True,727.7,549,25,574,,2026-06-30T06:02:02.298223
llama3.2:3b,Llama3.2 3B,21,no_call,No-call: factual knowledge,What is the capital city of France?,False,,,True,True,True,get_weather,"{""location"": ""France""}",,,,False,658.1,545,17,562,,2026-06-30T06:02:02.956740
llama3.2:3b,Llama3.2 3B,22,no_call,No-call: creative writing,Write a short haiku about the ocean.,False,,,True,True,True,calculate,"{""expression"": ""The ocean's waves crash, soothing soul""}",,,,False,669.5,546,23,569,,2026-06-30T06:02:03.626686
llama3.2:3b,Llama3.2 3B,23,no_call,No-call: explanation,Explain what machine learning is in simple terms.,False,,,True,True,True,calculate,"{""expression"": ""What is machine learning?""}",,,,False,589.5,547,20,567,,2026-06-30T06:02:04.216622
llama3.2:3b,Llama3.2 3B,24,no_call,No-call: general knowledge,What are three benefits of regular exercise?,False,,,True,True,True,search_web,"{""max_results"": ""3"", ""query"": ""benefits of regular exercise""}",,,,False,787.1,545,28,573,,2026-06-30T06:02:05.004341
llama3.2:3b,Llama3.2 3B,25,no_call,No-call: casual conversation,Tell me a short joke.,False,,,True,True,True,translate_text,"{""text"": ""Why was the math book sad?"", ""target_language"": ""null""}",,,,False,745.7,543,29,572,,2026-06-30T06:02:05.750511
llama3.2:3b,Llama3.2 3B,31,no_call,No-call: basic geography,How many continents are there on Earth?,False,,,True,True,True,get_weather,"{""location"": ""Earth"", ""unit"": ""celsius""}",,,,False,660.3,545,24,569,,2026-06-30T06:02:06.411184
llama3.2:3b,Llama3.2 3B,32,no_call,No-call: vocabulary definition,What does the word 'ephemeral' mean?,False,,,True,True,True,translate_text,"{""text"": ""ephemeral"", ""target_language"": ""none""}",,,,False,734.9,548,26,574,,2026-06-30T06:02:07.146822
llama3.2:3b,Llama3.2 3B,33,no_call,No-call: science explanation,Give me a brief summary of how photosynthesis works.,False,,,True,True,True,translate_text,"{""text"": ""photosynthesis"", ""target_language"": ""summary""}",,,,False,723.7,548,25,573,,2026-06-30T06:02:07.871003
llama3.2:3b,Llama3.2 3B,26,complex_params,Complex: weather both params,"I'm visiting Berlin next week and I'd like the temperature in Fahrenheit, please.",True,get_weather,"{""location"": ""berlin"", ""unit"": ""fahrenheit""}",True,True,True,get_weather,"{""unit"": ""fahrenheit"", ""location"": ""Berlin""}",True,1.0,True,True,693.2,554,24,578,,2026-06-30T06:02:08.564696
llama3.2:3b,Llama3.2 3B,27,complex_params,Complex: currency written-out amount,Can you please convert one thousand euros into British pounds for me?,True,convert_currency,"{""amount"": 1000, ""from_currency"": ""eur"", ""to_currency"": ""gbp""}",True,True,True,convert_currency,"{""from_currency"": ""EUR"", ""to_currency"": ""GBP"", ""amount"": ""1000""}",True,1.0,True,True,810.1,550,32,582,,2026-06-30T06:02:09.375323
llama3.2:3b,Llama3.2 3B,28,complex_params,Complex: reminder ambiguous datetime,I need an alarm for my team standup meeting this Friday at half past two in the afternoon.,True,set_reminder,"{""title"": ""standup""}",True,True,True,set_reminder,"{""title"": ""Team Standup Meeting"", ""datetime"": ""2024-03-15T13:30:00""}",True,1.0,True,True,880.2,557,39,596,,2026-06-30T06:02:10.256086
llama3.2:3b,Llama3.2 3B,29,complex_params,Complex: calculate multi-step,What is the square root of 144 divided by 3?,True,calculate,"{""expression"": ""144""}",True,True,True,calculate,"{""expression"": ""(144 / 3) ^ 0.5""}",True,1.0,True,True,676.1,550,25,575,,2026-06-30T06:02:10.932659
llama3.2:3b,Llama3.2 3B,30,complex_params,Complex: translate dialect,"Translate the greeting 'Good morning, how are you?' into Mandarin Chinese.",True,translate_text,"{""text"": ""good morning"", ""target_language"": ""chinese""}",True,True,True,translate_text,"{""target_language"": ""Mandarin Chinese"", ""text"": ""Good morning, how are you?""}",True,1.0,True,True,791.1,552,32,584,,2026-06-30T06:02:11.724165
phi3:latest,Phi-3 3.8B,1,simple_call,Weather – Paris,What's the weather like in Paris right now?,True,get_weather,"{""location"": ""paris""}",False,False,False,,,False,0.0,False,False,0.0,0,0,0,400 Bad Request: registry.ollama.ai/library/phi3:latest does not support tools,2026-06-30T06:02:11.819096
phi3:latest,Phi-3 3.8B,2,simple_call,Calculate – multiplication,Calculate 145 multiplied by 23.,True,calculate,"{""expression"": ""145""}",False,False,False,,,False,0.0,False,False,0.0,0,0,0,400 Bad Request: registry.ollama.ai/library/phi3:latest does not support tools,2026-06-30T06:02:11.875528
phi3:latest,Phi-3 3.8B,3,simple_call,Time – Tokyo,What is the current time in Tokyo?,True,get_current_time,"{""timezone"": ""tokyo""}",False,False,False,,,False,0.0,False,False,0.0,0,0,0,400 Bad Request: registry.ollama.ai/library/phi3:latest does not support tools,2026-06-30T06:02:11.924253
phi3:latest,Phi-3 3.8B,4,simple_call,Search – Python tutorials,Search the web for Python programming tutorials.,True,search_web,"{""query"": ""python""}",False,False,False,,,False,0.0,False,False,0.0,0,0,0,400 Bad Request: registry.ollama.ai/library/phi3:latest does not support tools,2026-06-30T06:02:11.988894
phi3:latest,Phi-3 3.8B,5,simple_call,Weather – New York + unit,What's the weather in New York in Fahrenheit?,True,get_weather,"{""location"": ""new york"", ""unit"": ""fahrenheit""}",False,False,False,,,False,0.0,False,False,0.0,0,0,0,400 Bad Request: registry.ollama.ai/library/phi3:latest does not support tools,2026-06-30T06:02:12.039451
phi3:latest,Phi-3 3.8B,6,simple_call,Translate – Hello to Spanish,Translate 'Hello' into Spanish.,True,translate_text,"{""text"": ""hello"", ""target_language"": ""spanish""}",False,False,False,,,False,0.0,False,False,0.0,0,0,0,400 Bad Request: registry.ollama.ai/library/phi3:latest does not support tools,2026-06-30T06:02:12.084406
phi3:latest,Phi-3 3.8B,7,simple_call,Currency – USD→EUR,Convert 100 US dollars to Euros.,True,convert_currency,"{""amount"": 100, ""from_currency"": ""usd"", ""to_currency"": ""eur""}",False,False,False,,,False,0.0,False,False,0.0,0,0,0,400 Bad Request: registry.ollama.ai/library/phi3:latest does not support tools,2026-06-30T06:02:12.146859
phi3:latest,Phi-3 3.8B,8,simple_call,Stock – Apple (AAPL),What is Apple's current stock price?,True,get_stock_price,"{""symbol"": ""aapl""}",False,False,False,,,False,0.0,False,False,0.0,0,0,0,400 Bad Request: registry.ollama.ai/library/phi3:latest does not support tools,2026-06-30T06:02:12.210318
phi3:latest,Phi-3 3.8B,9,simple_call,Reminder – doctor appointment,Set a reminder called 'Doctor appointment' for 2024-09-15 at 10:00.,True,set_reminder,"{""title"": ""doctor""}",False,False,False,,,False,0.0,False,False,0.0,0,0,0,400 Bad Request: registry.ollama.ai/library/phi3:latest does not support tools,2026-06-30T06:02:12.270504
phi3:latest,Phi-3 3.8B,10,simple_call,Search – AI news,Find the latest news about artificial intelligence.,True,search_web,"{""query"": ""artificial intelligence""}",False,False,False,,,False,0.0,False,False,0.0,0,0,0,400 Bad Request: registry.ollama.ai/library/phi3:latest does not support tools,2026-06-30T06:02:12.332146
phi3:latest,Phi-3 3.8B,11,tool_selection,Select: weather vs search,Should I bring an umbrella in London today?,True,get_weather,"{""location"": ""london""}",False,False,False,,,False,0.0,False,False,0.0,0,0,0,400 Bad Request: registry.ollama.ai/library/phi3:latest does not support tools,2026-06-30T06:02:12.407542
phi3:latest,Phi-3 3.8B,12,tool_selection,Select: currency vs calculate,How much is 500 British pounds in Japanese yen?,True,convert_currency,"{""amount"": 500, ""from_currency"": ""gbp"", ""to_currency"": ""jpy""}",False,False,False,,,False,0.0,False,False,0.0,0,0,0,400 Bad Request: registry.ollama.ai/library/phi3:latest does not support tools,2026-06-30T06:02:12.467652
phi3:latest,Phi-3 3.8B,13,tool_selection,Select: time vs search,What time is it in Los Angeles right now?,True,get_current_time,"{""timezone"": ""angeles""}",False,False,False,,,False,0.0,False,False,0.0,0,0,0,400 Bad Request: registry.ollama.ai/library/phi3:latest does not support tools,2026-06-30T06:02:12.518212
phi3:latest,Phi-3 3.8B,14,tool_selection,Select: calculate vs search,What is 2 to the power of 10?,True,calculate,"{""expression"": ""2""}",False,False,False,,,False,0.0,False,False,0.0,0,0,0,400 Bad Request: registry.ollama.ai/library/phi3:latest does not support tools,2026-06-30T06:02:12.589795
phi3:latest,Phi-3 3.8B,15,tool_selection,Select: translate vs search,How do you say 'thank you' in Japanese?,True,translate_text,"{""text"": ""thank you"", ""target_language"": ""japanese""}",False,False,False,,,False,0.0,False,False,0.0,0,0,0,400 Bad Request: registry.ollama.ai/library/phi3:latest does not support tools,2026-06-30T06:02:12.637631
phi3:latest,Phi-3 3.8B,16,tool_selection,Select: weather (implicit),Is it currently raining in Sydney?,True,get_weather,"{""location"": ""sydney""}",False,False,False,,,False,0.0,False,False,0.0,0,0,0,400 Bad Request: registry.ollama.ai/library/phi3:latest does not support tools,2026-06-30T06:02:12.700983
phi3:latest,Phi-3 3.8B,17,tool_selection,Select: stock vs search,I need to know Tesla's stock value right now.,True,get_stock_price,"{""symbol"": ""tsla""}",False,False,False,,,False,0.0,False,False,0.0,0,0,0,400 Bad Request: registry.ollama.ai/library/phi3:latest does not support tools,2026-06-30T06:02:12.734572
phi3:latest,Phi-3 3.8B,18,tool_selection,Select: reminder vs search,Remind me about my dentist appointment on August 20th at 9am.,True,set_reminder,"{""title"": ""dentist""}",False,False,False,,,False,0.0,False,False,0.0,0,0,0,400 Bad Request: registry.ollama.ai/library/phi3:latest does not support tools,2026-06-30T06:02:12.777167
phi3:latest,Phi-3 3.8B,19,tool_selection,Select: search vs translate,Search for recent academic papers on large language models.,True,search_web,"{""query"": ""large language models""}",False,False,False,,,False,0.0,False,False,0.0,0,0,0,400 Bad Request: registry.ollama.ai/library/phi3:latest does not support tools,2026-06-30T06:02:12.822053
phi3:latest,Phi-3 3.8B,20,tool_selection,Select: translate vs search,Convert the phrase 'Good morning' into French for me.,True,translate_text,"{""text"": ""good morning"", ""target_language"": ""french""}",False,False,False,,,False,0.0,False,False,0.0,0,0,0,400 Bad Request: registry.ollama.ai/library/phi3:latest does not support tools,2026-06-30T06:02:12.877936
phi3:latest,Phi-3 3.8B,21,no_call,No-call: factual knowledge,What is the capital city of France?,False,,,False,False,False,,,,,,True,0.0,0,0,0,400 Bad Request: registry.ollama.ai/library/phi3:latest does not support tools,2026-06-30T06:02:12.943058
phi3:latest,Phi-3 3.8B,22,no_call,No-call: creative writing,Write a short haiku about the ocean.,False,,,False,False,False,,,,,,True,0.0,0,0,0,400 Bad Request: registry.ollama.ai/library/phi3:latest does not support tools,2026-06-30T06:02:12.998875
phi3:latest,Phi-3 3.8B,23,no_call,No-call: explanation,Explain what machine learning is in simple terms.,False,,,False,False,False,,,,,,True,0.0,0,0,0,400 Bad Request: registry.ollama.ai/library/phi3:latest does not support tools,2026-06-30T06:02:13.067532
phi3:latest,Phi-3 3.8B,24,no_call,No-call: general knowledge,What are three benefits of regular exercise?,False,,,False,False,False,,,,,,True,0.0,0,0,0,400 Bad Request: registry.ollama.ai/library/phi3:latest does not support tools,2026-06-30T06:02:13.127672
phi3:latest,Phi-3 3.8B,25,no_call,No-call: casual conversation,Tell me a short joke.,False,,,False,False,False,,,,,,True,0.0,0,0,0,400 Bad Request: registry.ollama.ai/library/phi3:latest does not support tools,2026-06-30T06:02:13.188285
phi3:latest,Phi-3 3.8B,31,no_call,No-call: basic geography,How many continents are there on Earth?,False,,,False,False,False,,,,,,True,0.0,0,0,0,400 Bad Request: registry.ollama.ai/library/phi3:latest does not support tools,2026-06-30T06:02:13.245790
phi3:latest,Phi-3 3.8B,32,no_call,No-call: vocabulary definition,What does the word 'ephemeral' mean?,False,,,False,False,False,,,,,,True,0.0,0,0,0,400 Bad Request: registry.ollama.ai/library/phi3:latest does not support tools,2026-06-30T06:02:13.311994
phi3:latest,Phi-3 3.8B,33,no_call,No-call: science explanation,Give me a brief summary of how photosynthesis works.,False,,,False,False,False,,,,,,True,0.0,0,0,0,400 Bad Request: registry.ollama.ai/library/phi3:latest does not support tools,2026-06-30T06:02:13.370366
phi3:latest,Phi-3 3.8B,26,complex_params,Complex: weather both params,"I'm visiting Berlin next week and I'd like the temperature in Fahrenheit, please.",True,get_weather,"{""location"": ""berlin"", ""unit"": ""fahrenheit""}",False,False,False,,,False,0.0,False,False,0.0,0,0,0,400 Bad Request: registry.ollama.ai/library/phi3:latest does not support tools,2026-06-30T06:02:13.443837
phi3:latest,Phi-3 3.8B,27,complex_params,Complex: currency written-out amount,Can you please convert one thousand euros into British pounds for me?,True,convert_currency,"{""amount"": 1000, ""from_currency"": ""eur"", ""to_currency"": ""gbp""}",False,False,False,,,False,0.0,False,False,0.0,0,0,0,400 Bad Request: registry.ollama.ai/library/phi3:latest does not support tools,2026-06-30T06:02:13.497415
phi3:latest,Phi-3 3.8B,28,complex_params,Complex: reminder ambiguous datetime,I need an alarm for my team standup meeting this Friday at half past two in the afternoon.,True,set_reminder,"{""title"": ""standup""}",False,False,False,,,False,0.0,False,False,0.0,0,0,0,400 Bad Request: registry.ollama.ai/library/phi3:latest does not support tools,2026-06-30T06:02:13.561650
phi3:latest,Phi-3 3.8B,29,complex_params,Complex: calculate multi-step,What is the square root of 144 divided by 3?,True,calculate,"{""expression"": ""144""}",False,False,False,,,False,0.0,False,False,0.0,0,0,0,400 Bad Request: registry.ollama.ai/library/phi3:latest does not support tools,2026-06-30T06:02:13.626053
phi3:latest,Phi-3 3.8B,30,complex_params,Complex: translate dialect,"Translate the greeting 'Good morning, how are you?' into Mandarin Chinese.",True,translate_text,"{""text"": ""good morning"", ""target_language"": ""chinese""}",False,False,False,,,False,0.0,False,False,0.0,0,0,0,400 Bad Request: registry.ollama.ai/library/phi3:latest does not support tools,2026-06-30T06:02:13.669407
